2022-08-07 18:37:37,061 INFO    MainThread:18724 [wandb_setup.py:_flush():76] Configure stats pid to 18724
2022-08-07 18:37:37,066 INFO    MainThread:18724 [wandb_setup.py:_flush():76] Loading settings from C:\Users\SHASHWAT\.config\wandb\settings
2022-08-07 18:37:37,067 INFO    MainThread:18724 [wandb_setup.py:_flush():76] Loading settings from d:\Capstone\Web-GIS\NLP_Models\wandb\settings
2022-08-07 18:37:37,067 INFO    MainThread:18724 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'_require_service': 'True'}
2022-08-07 18:37:37,067 INFO    MainThread:18724 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2022-08-07 18:37:37,067 INFO    MainThread:18724 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2022-08-07 18:37:37,068 INFO    MainThread:18724 [wandb_init.py:_log_setup():461] Logging user logs to d:\Capstone\Web-GIS\NLP_Models\wandb\run-20220807_183736-1zhggbl9\logs\debug.log
2022-08-07 18:37:37,068 INFO    MainThread:18724 [wandb_init.py:_log_setup():462] Logging internal logs to d:\Capstone\Web-GIS\NLP_Models\wandb\run-20220807_183736-1zhggbl9\logs\debug-internal.log
2022-08-07 18:37:37,073 INFO    MainThread:18724 [wandb_init.py:_jupyter_setup():411] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x0000015A000440D0>
2022-08-07 18:37:37,091 INFO    MainThread:18724 [wandb_init.py:init():495] calling init triggers
2022-08-07 18:37:37,093 INFO    MainThread:18724 [wandb_init.py:init():498] wandb.init called with sweep_config: {}
config: {}
2022-08-07 18:37:37,093 INFO    MainThread:18724 [wandb_init.py:init():548] starting backend
2022-08-07 18:37:37,094 INFO    MainThread:18724 [wandb_init.py:init():552] setting up manager
2022-08-07 18:37:37,183 INFO    MainThread:18724 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn, using: spawn
2022-08-07 18:37:37,260 INFO    MainThread:18724 [wandb_init.py:init():558] backend started and connected
2022-08-07 18:37:38,140 INFO    MainThread:18724 [wandb_run.py:_label_probe_notebook():1105] probe notebook
2022-08-07 18:37:38,162 INFO    MainThread:18724 [wandb_run.py:_label_probe_notebook():1115] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2022-08-07 18:37:38,162 INFO    MainThread:18724 [wandb_init.py:init():636] updated telemetry
2022-08-07 18:37:38,166 INFO    MainThread:18724 [wandb_init.py:init():667] communicating run to backend with 30 second timeout
2022-08-07 18:37:41,527 INFO    MainThread:18724 [wandb_run.py:_on_init():1982] communicating current version
2022-08-07 18:37:43,023 INFO    MainThread:18724 [wandb_run.py:_on_init():1986] got version response 
2022-08-07 18:37:43,023 INFO    MainThread:18724 [wandb_init.py:init():700] starting run threads in backend
2022-08-07 18:37:44,955 INFO    MainThread:18724 [wandb_run.py:_console_start():1962] atexit reg
2022-08-07 18:37:44,956 INFO    MainThread:18724 [wandb_run.py:_redirect():1820] redirect: SettingsConsole.WRAP_RAW
2022-08-07 18:37:44,956 INFO    MainThread:18724 [wandb_run.py:_redirect():1885] Wrapping output streams.
2022-08-07 18:37:44,958 INFO    MainThread:18724 [wandb_run.py:_redirect():1907] Redirects installed.
2022-08-07 18:37:44,970 INFO    MainThread:18724 [wandb_init.py:init():732] run started, returning control to user process
2022-08-07 18:37:49,313 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 18:37:49,314 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 18:38:07,592 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 18:38:26,972 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 18:38:26,973 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 18:38:32,765 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 18:38:37,201 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 18:38:37,203 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 18:44:51,557 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 18:44:51,676 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 18:44:51,680 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 18:45:13,887 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 18:45:14,117 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 18:45:14,117 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 18:45:19,752 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 18:45:34,362 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 18:45:34,364 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 18:45:42,746 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 18:45:43,201 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 18:45:43,201 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 18:46:07,979 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 18:46:07,985 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
