,username,description,location,text,hashtags
0,pappu_anuragi,"Ambedkarite l Research Scholar@Dept of Mathematics, DU",New Delhi,"@realabhaypannu @SonyLIV @monishaadvani @madhubhojwani @nikkhiladvani Witness the incredible crime on the history and intellectual dishonesty in the name of creative freedom! 

https://t.co/VZ08TWm5Ct",[]
1,GameL86459963,UPSC aspirant,"New Delhi, India","@Priyankajit51 @priyankagandhi Any kind of crime is under judiciary and police, judiciary is independ ent. First read the constitution then raise unreasonable things.",[]
2,SDinesh1508,"Stay safe bitches, let's squabble.",India,But marital rape is not yet a crime in #india. Talk about double standards. What is you doing legal system? https://t.co/nQsvE1Kr8x,['india']
3,Lucky983782141,"I am a Rohingya Refugee ,Studying at an International university in Bangladesh and  working on human rights with Government and UN as a Advocator.","Chittagong, Bangladesh","Dear world Advocators, Please stop using future sentence: ( we are almost tired of hearing the word "" I will try "" we don't want to see our children like this.  We are tired of seeking help so please give us a chance to advocate by ourselves. ( education is not a crime ) https://t.co/1IcsTHm1RP",[]
4,kthprettys,taehyung's #1 fan,asian,@queen59675901 @stantalentjk @virgoscult @mostpopularidoI stigma ended begin and sweet night unpromoted song outstreamed my crime yall only have euphoria which is literally a pop song,[]
5,ajayrotti,"Indian. #Taxation 
#Bengaluru 
#Cars #F1 #Tifosi #Jeep 
#007 #CalvinandHobbes

Partner - @DhruvaAdvisors - Views personal",Bangalore,"@Me_Predictor @akshayalladi I have watched Main Prem Ki Diwani Hoon, https://t.co/IcqY3Lo2xG, Mela. Each and every one of them with no exception ... @madhuraja was the Partner in crime! 😂😂

Mela was a life changing movie for @Sesh1710 😂",[]
6,DBhaduri94,REALIST,Kolkata,"If Russia invades Ukraine, it would constitute an international war crime for which @KremlinRussia_E could be charged at International Criminal Court in the Hague under Article 43 of the @UN Charter.",[]
7,AP10LM,"#LM10FOREVER

 VISCA EL BARÇA  

 FILM 🎥 ENTHUSIAST",India,@Jatinculer02 Not mentioning Nico is a crime. You have blood on your hands.,[]
8,happyfuuiii,"I love art and nature photography, but now it is part of my life already.",BKK,"เธรดรวมซีรีย์ที่ดูในปี 2022
1.Innocence
2.Pipeline
3.The gangster the cop the devil
4.Collectors
5.Onethewomen
6.The good detective 
7.Oneordinaryday
8.Through The Darkness
9.Crime puzzle
10.Extreme job
11.TheSilentSea
12.Lawschool
13.Mine
14.Memorist",[]
9,rnrajesh23,"Engineer as profession🔩Kamalhassan forever 💯அரசியல் பழகு✍ உறவே,உயிரே, தமிழே💖Love sports 🏓 Nature 🌲 you will never loose unless you quit🤝","Chennai, India","#Vilangu webseries in tamil

Crime investigation 🧐 Episode 1,2 3 goes with a slow pace but engaging.. 4,5,6,7 

Very good Comeback from #Vemal

Background music good. 

Dialogue : Sir Kiccha koopidraaru sir 😇😇

#ZEE5Tamil @p_santh #VilanguOnZEE5

@ZEE5Tamil @ajesh_ashok https://t.co/88BjXVn7cz","['Vilangu', 'Vemal', 'ZEE5Tamil', 'VilanguOnZEE5']"
10,Madhavc75043035,Cow,India,@IAF_MCC @adgpi @rajnathsingh @SpokespersonMoD @indiannavy @TheRSAF @PIB_India @MIB_India @SGAirshow @AmritMahotsav @HQ_IDS_India Shri man gupt bjp sath modi help me with any questions please feel students Dada Giri crime or sabse pahle truk driving direction please find gaon to sahar khichna nadan bahno ko jabar roads pr la khada karna bb ko nase m marna dabochna jhooth bolna nase m bhool jana g please 🙏 https://t.co/WCJZCmtxep,[]
11,CosmoParanormal,"Founder & Chairman of Cosmo Paranormal & Ghost Hunting Society of INDIA-USA-UK. ITC Spirit Box Sessions
International Paranormal Society-Community-Industry.",India,@Ranjeet31220 I made many tweets thanks for asking but in my last tweet I said that it is going to take lot of time as high government officials are involved and committed crime.,[]
12,thenews_intl,"Where the conversations start. Follow us for special features, breaking news & in-depth analysis; more at https://t.co/fHknDtxtph | Instagram: thenewspak","Karachi, Pakistan","“Street crime has increased in city due to economic downturn,"" says CM Murad 

Read more: https://t.co/1k00Hmwo1o

#TheNews https://t.co/ABjjYAA1XZ",['TheNews']
13,Ananyatiwari_1,"I Am Ananya,,

                     Welcome To My Profile..

,Please Follow Me Friend

◆ Follow Back 100%


                              ★...It's Ananya Tiwari",Satna MP,"#GodMorningSaturday
Crime, obscenity and corruption, the film world is responsible for all this.
 Now there will be social reform, when the whole world listens to the thoughts of Sant Rampal Ji Maharaj.

 Visit us satlok ashram YouTube channel",['GodMorningSaturday']
14,4Goldstein2,mesut özil fan account,Dubai,@FUTBIN 3 WF IS A MILITARY CRIME,[]
15,Shivangi712,"she/her
Indian🇮🇳
💜BTS⟭⟬💜
💜🅐🅡🅜🅨⁷⟬⟭💜
We are together bulletproof @BTS_twt",India,@userbfIy I'm sorry If this question is dumb or smth.... But i was just curious if a non-black person gets their hair like yk in braids and locks... Is it some kind of uh.... Crime? Or smth illegal?... I was just curious,[]
16,ParvezAliShaik9,"Being optimistic...I am against hatred mongers, fanatics & extremist of any religion whoever tries to disintegrate Secular fabric of India.. RT NOT ENDORSEMENT",Abu dhabi,@manzurali @yahya_711_ @ravishndtv @SreenivasanJain @sakshijoshii @dhanyarajendran @iyersaishwarya @fayedsouza @sharmasupriya @meenakandasamy @zoo_bear @ashoswai @Samriddhi0809 @saahilmenghani @paranjoygt @pbhushan1 @_sabanaqvi @suchitrav @Sonal_MK @khanumarfa @VermaDaksha2000 Shame on @aligarhpolice @Uppolice @Dm_Aligarh @myogiadityanath they r promoting Anti Muslim Hatred  among Hindus which will lead to Civil War. Police is also partner in crime. @nytimes @AJEnglish @HHShkMohd @LadyVelvet_HFQ @POTUS @jacindaardern @JustinTrudeau @VP @MaryLawlorhrds,[]
17,Ananyatiwari_1,"I Am Ananya,,

                     Welcome To My Profile..

,Please Follow Me Friend

◆ Follow Back 100%


                              ★...It's Ananya Tiwari",Satna MP,"#GodMorningSaturday
In today's time, bad deeds like intoxication, obscenity, crime etc. have made a place in society.  Sant Rampal Ji Maharaj has taken the initiative to create a healthy society.",['GodMorningSaturday']
18,armanmughal1122,"Arman here, 26 year guy. Basically I'm from Multan but I can come anywhere in Pak. 
Looking some good relationship with respect and trust.","Multan, Pakistan","@Duadani4 Yeah it's true, sexy isn't just about hot figure. It's a way about how to talk with your crime partner 😂😂",[]
19,DelhiPolice,Official Twitter account of Delhi Police | Pls do not report crime here | In case of emergency #Dial112 | Help us to serve you better |,"New Delhi, India",@Vishal61834058 You may lodge your  grievances on the cyber crime reporting portal https://t.co/31HYfBIbQW.,[]
20,rolotomasi777,In front of every good Man is a better Woman ..... 😎,So Cal,Intentionally aiming a gun at a peaceful protester on the ground is a War Crime!!! @bynsny @OttawaPolice https://t.co/0eTHReIXmP https://t.co/qvHVQQpdcN,[]
21,TheDailyBunkum,"academic, husband, father, insight-hunter",Kozhikode,"@hinglish_monk @ARanganathan72 Notice the multi-layered play with ‘emotion’: A. ‘toolkit’ was tom-tommed as though it was some prosecutable crime, B. based on A. the claim was made that Assam Tea - of all things - had been defamed.",[]
22,mr_zaair_sohail,“There are two ways of spreading light: to be the candle or the mirror that reflects it.,"Karachi, Pakistan",@TOKCityOfLights Aur agr khatm nhi krogy Street Crime hum sb log yeh mulk chordaingy samjhay,[]
23,Rajj8990,"You deserve the best 💙 Never settle down for less 🦋

𝙏𝙝𝙖𝙡𝙖𝙥𝙖𝙩𝙝𝙮 𝙑𝙄𝙅𝘼𝙔 ♥️","Chennai, India",#Vilangu - Brilliant crime thriller 👌🏼  One of the best Tamil web series ! Will be a great watch for this weekend ! Don't miss 🔥 @ActorVemal deserves this victory 👏🏻  @ZEE5Tamil https://t.co/GIAVV2JGRU,['Vilangu']
24,Manish_AFT,"Feminist & SIMP Slayer 😎, MEN are AWESOME!
Men's Rights are Human Rights | STOP PARENTAL ALIENATION |
Fight for EQUAL RIGHTS | FEMINISM is as FAKE as 3$ Bill",India,"@NotPutin4 @askdheeraj @MensDayOutIndia @DeepikaBhardwaj Wow but still WOMEN are privileged to get 12,500 rebate on the taxes. 12,500 makes a difference. But you won't understand.

There are adulterous WOMEN in SOCIETY, they do r@pe MEN, but Indian law doesn't recognise such CRIME unfortunately, as WOMEN as Devi's for them. https://t.co/nVRZwWrSvS",[]
25,shaibal68,Cogito Ergo Sum,India,"Rocket Boys’ crime on history: Inventing Muslim villain, stealing Meghnad Saha’s identity https://t.co/amlqkYdPyr",[]
26,javerias,"Journalist @trturducom
Op-Ed @roznamadunya  @indyurdu
AvGeek 
https://t.co/mZxpa5QyC1
https://t.co/DoCObyI4B9",Pakistan,"What a sad 😔 day !! 
This man who confessed the killing of his own sister is now a free man. 
Men can kill women with impunity in our society ??
Honour killing of women is a heinous crime. 
Government must file an appeal in the Supreme Court. We want Justice for Qandeel Baloch. https://t.co/2d53KE9MQI",[]
27,OmPraka07218967,"चरित्र की पहचान के लिए संगति की आवश्यकता नहीं, वार्तालाप से ही उसका ज्ञान हो जाता है🙏🏻💐",Satna MP,"#GodMorningSaturday
In today's time, bad deeds like intoxication, obscenity, crime etc. have made a place in society.  Sant Rampal Ji Maharaj has taken the initiative to create a healthy society.  
 Visit us satlok ashram YouTube channel",['GodMorningSaturday']
28,Wasifshakil,"Journalist, bylines @thenews_intl 
| @StateIVLP fellow",Karachi,Street crime in Karachi: over 100 looted in Korangi Causeway https://t.co/Lef9HUIhBP,[]
29,SuhaibAyaz,,"Lahore, Pakistan","@AuratMarch You want death penalty and castration to be abolished, safe city to be defunded. Do you expect for people to change overnight so the crime rate against women goes down magically? 

You have no counter arguments that make sense, just the rhetoric which will be paid by donors.",[]
30,Bhavna080808,,"Mumbai, India","@SauravS91139716 Say no to Bollywood 
Say no to drugs 
Say no to crime 
Boycott Bollywood Completely",[]
31,SaltyAssB,"95% stan , 5% Troll",Malaysia ,@angel20SK Why are they partners in crime or something 👀,[]
32,OmPraka07218967,"चरित्र की पहचान के लिए संगति की आवश्यकता नहीं, वार्तालाप से ही उसका ज्ञान हो जाता है🙏🏻💐",Satna MP,"#GodMorningSaturday
Crime, obscenity and corruption, the film world is responsible for all this.
 Now there will be social reform, when the whole world listens to the thoughts of Sant Rampal Ji Maharaj.

 Visit us satlok ashram YouTube channel",['GodMorningSaturday']
33,tjaved98,,"Lahore, Pakistan","@TalatHussain12 #JournalismIsNotACrime
But,Misreporting is a crime
Fake news is a crime
Propaganda is a crime
Character assassination is a crime
Resisting arrest is a crime
Holding law officers hostage is a crime
Firing at law enforcement agencies is a crime",['JournalismIsNotACrime']
34,tjaved98,,"Lahore, Pakistan","@TalatHussain12 @Facebook #JournalismIsNotACrime
But,Misreporting is a crime
Fake news is a crime
Propaganda is a crime
Character assassination is a crime
Resisting arrest is a crime
Holding law officers hostage is a crime
Firing at law enforcement agencies is a crime",['JournalismIsNotACrime']
35,tjaved98,,"Lahore, Pakistan","@murtazasolangi @TalatHussain12 #JournalismIsNotACrime
But,Misreporting is a crime
Fake news is a crime
Propaganda is a crime
Character assassination is a crime
Resisting arrest is a crime
Holding law officers hostage is a crime
Firing at law enforcement agencies is a crime",['JournalismIsNotACrime']
36,Kaus_Pandey17,"Football Writer, Editor in Chief at @_GIFN , Featured on @CmDotCom_En, @FootballItalia, @BBCSport, @TheBusbyBabe @MENNewsDesk, @TheTimes, @ManUtd, @GFFN.","New Delhi, India",Rating Harry Kane's performances on the basis of goals is just a footballing crime.,[]
37,Periyasamy_Offl,Software Engineer and Thala Follower. iOS Developer,Coimbatore,"@Abdul_offl @p_santh @ActorVemal @Bala_actor #Vilangu 4/5 🔥🔥🔥🔥🔥
Agmark crime thriller series..
@ActorVemal 👏👏👏👏 come back movie",['Vilangu']
38,Prerna_Bharat,The sense of belongingness with our motherland is great!!,India,@ANI It's not a character assassination of Disha Salian. It's revelation of crime against her. Can't you understand simple things?,[]
39,OnlyAdultTweets,Strictly for 18+ 💋,India,"@its_me_tikii Delhi Crime, The Originals, The Vampire Diaries, Peaky Blinders, Suits, The Last Ship, The Looming Tower, The Night Manager, ZeroZeroZero, Gotham, Money Heist, Ozark, Game Of Thrones, The Last Kingdom, Special Ops,  Daredevil, You, The Spy, Fauda, The Witcher, Sherlock, Narcos",[]
40,FarooqBaloch234,Final Year MBBS student at Bolan Medical College.Humanitarian and an ordinary Human being.,Balochistan ,"It has become a crime for Baloch to even speak against enforced disappearances of their beloved ones.Govt instead is sabotaging and throwing the issue of Baloch Missing Persons in darkness but one day this suppression will end.
#ReleaseHafeezBaloch 
#JusticeForIhteshamBaloch","['ReleaseHafeezBaloch', 'JusticeForIhteshamBaloch']"
41,javerias,"Journalist @trturducom
Op-Ed @roznamadunya  @indyurdu
AvGeek 
https://t.co/mZxpa5QyC1
https://t.co/DoCObyI4B9",Pakistan,"Model Qandeel Baloch’s brother Mohammad Waseem, who had confessed to the crime of her Murder. On Saturday he was released from Multan Central Jail. https://t.co/bxpJltfT3h",[]
42,Mdsajidansari0,Satyamev jayate 🇮🇳🇮🇳,,"Justice
Up police #deoriapolice
#deoriadm 
#NarendraModi #YogiAdityanath #cybercrime distt deoria uttar pradesh
#cosalempur tehsil salempur lar thana no action by cyber crime and no lar police f.i.r submitted only justice satyamev jayate https://t.co/SRLt7KQxI3","['deoriapolice', 'deoriadm', 'NarendraModi', 'YogiAdityanath', 'cybercrime', 'cosalempur']"
43,Tamilninjaoff,,India,"#Vilangu 4/5 Mark
Agmark crime thriller series..
Vimal come back movie",['Vilangu']
44,zhizihua0,"经常涉政 遇到傻逼忍不住会骂人 
English❌（Sometimes, out of respect, they use garbage dumpers....）
日本語を勉強しています（友好的な交流をしたいのですが、政治の話はしないでください）
欢迎互fo

Welcome friendly exchanges.",People's Republic of China,"@susheel07846377 @Ellyzhang666 What I want to say is that it is not all because the people are good and the government is bad, but precisely because they have a government with good public order and low crime, so their attitude is friendly.",[]
45,mskansari,"A time traveller ..somewhere in transition..Public Finance Enthusiast.. Secular, Apolitical..Likes and RTs are not endorcement.. views are personal..","New Delhi, India","Rocket Boys’ crime on history: Inventing Muslim villain, stealing Meghnad Saha’s identity https://t.co/gwRLQu5Sjv via @ThePrintIndia",[]
46,dellyranksindia,"DellyRanks is the fastest growing news website in India. DellyRanks provide daily national, international, Movies, Lifestyle, Career, Astrology and more","New Delhi, India","Pune: Nagpur police arrests 4 for ₹40 cr cryptocurrency fraud #arrestsinNagpur #bitcoin #crime #cryptocrimeinnagpur #cryptocriminals #cryptocurrencyfraud #fraud #nagpurpolice #NishidWasnik https://t.co/1BoiKd3D3X
https://t.co/1BoiKd3D3X","['arrestsinNagpur', 'bitcoin', 'crime', 'cryptocrimeinnagpur', 'cryptocriminals', 'cryptocurrencyfraud', 'fraud', 'nagpurpolice', 'NishidWasnik']"
47,BVaidehee,"यत्र योगेश्वर:कृष्ण यत्र पर्थो धनुर्धर :
तत्र श्रीविजयो भूतिधृवा नितिर्मतिर्मम",Bharat ,"@daksinvrindavan Oh ho
Pesky humans call it crime
Hm,now Kanha has to think some trick
Poor his friends are in deep trouble
But don't worry Astha
Everything is fair in yur bal leelas and cuteness",[]
48,Abschauhan,Entrepreneur | Branding & Marketing | Partnered few ventures (Good & Bad) | Creating an ecosystem of F2C | learner & observer  | Curating @thefarmpure |,Noida,"'Committed crime, face it': SC declines urgent listing of plea by Sulli Deals app accused | Supreme Court declined to entertain a plea seeking urgent listing of petitions seeking c #indian patriotism

https://t.co/6anzNI5bfF",['indian']
49,KolkataUmar,"Advocate: Youtuber: Umar Fan
https://t.co/IsyNOtf0dg","Kolkata, India","Behind every great fortune lies a great crime.

'  ASIM RIAZ X HELIX INDIA '",[]
50,sharavathee,"*WALK LIKE A KING; SERVE LIKE A SLAVE*|AOL|
President- Mahila Morcha, Puttur Nagara Mandal","Karnataka, India","Heroes playing the crimals creates an impression in young minds that crime is acceptable
#PushpaTheRise 
#KGF 
And now #GangubaiKathiawadi 
All -ve messages https://t.co/iKrLGiSv9k","['PushpaTheRise', 'KGF', 'GangubaiKathiawadi']"
51,vinayactive,Live and Let Live,India,@ambedkarnagrpol @Uppolice @dgpup @igrangeayodhya @upcoprahul @CMOfficeUP @UPGovt @112UttarPradesh @Barabankipolice @ayodhya_police @PROCell19 Crime ratio is increasing in ambedkar nagar ... Sad but truth,[]
52,latestly,"https://t.co/UVDtERUJlr focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news.","Mumbai, India","Online Fraud in Ahmedabad: 68-Year-Old Man Duped of Rs 17 Lakh in Sim Deactivation Con
#Ahmedabad  #crime #CrimeNews 

https://t.co/iYmoKiqFmh","['Ahmedabad', 'crime', 'CrimeNews']"
53,Sydusm,"Not left, right, centre, up or down. Only an acerbic Indian.",India,"The stakes for UP are real high. It's a make or break for BjP. And it can't afford to lose the fear of being out of power with endless corruption/crime cases lined up and barrage of skeletons hiding in the closet, the party is up schit's creek.",[]
54,ADasi24278956,bhakti Sandesh 🙏,"Gurgaon, India","#GodMorningSaturday
Bollywood is clearly responsible for misleading the youth of our country towards a black future it Encourages Vulgarity, crime 🙅💢 &amp; social evils. We should rather listen to Supreme Sant Rampal ji Maharaj Ji’s Spiritual Discourses &amp; worship Supreme God. https://t.co/PLsRcddK3S",['GodMorningSaturday']
55,Rahul69944832,kabir is the supreme god,gurgaon haryana,"#GodnightningSaturday 
Bollywood is clearly responsible for misleading the youth of our country towards a black future it Encourages Vulgarity, crime 🙅💢 &amp; social evils. We should rather listen to Supreme Sant Rampal ji Maharaj Ji’s Spiritual Discourses",['GodnightningSaturday']
56,IshikaRohilla,,"Sonipat, India","#GodMorningSaturday
Bollywood is clearly responsible for misleading the youth of our country towards a black future it Encourages Vulgarity, crime 🙅💢 &amp; social evils. We should rather listen to Supreme Sant Rampal ji Maharaj Ji’s Spiritual Discourses &amp; worship Supreme God. https://t.co/MpAZtWpd4I",['GodMorningSaturday']
57,Nisha_2727,Craziness is my passion... hahaha .  no guarantee of tomorrow so enjoy,Mumbai,@daksinvrindavan of course wanna see see this little cutie’s cute pics and her adorable crime 😍😊,[]
58,DelhiPolice,Official Twitter account of Delhi Police | Pls do not report crime here | In case of emergency #Dial112 | Help us to serve you better |,"New Delhi, India","@2020Parmar @RBI @RBIsays @nsitharamanoffc @nsitharaman @PMOIndia @CrimeBrDelhi @cyber If you think you have been a victim of cyber crime, please lodge your complaint on the cyber crime reporting portal https://t.co/31HYfBZMIu.",[]
59,NewNonentities,"Forget reality, fiction suits life better

My writing (plz. check the other pages there too): https://t.co/hDS0JsXSxL",Trivandrum,"@madhavik2 Tonight, I played safe and stuck to British crime: Magpie Murders.

Are you interested in that genre?",[]
60,soumya_ranjan_r,राष्ट्रहित सर्बोपरी 🇮🇳A proud Indian🇮🇳 जय श्री राम। 🙏🚩धर्मो रक्षति रक्षितः🚩 #Odia #TeamHinduUnited,"Bengaluru, India","@DharmicGuy @i_desi_surya 1947* 
India did not give birth to terrorism. It’s wrong statement. 

If your offspring commits crime it’s their choice not your fault or you can’t say you gave birth to a criminal.
Parents can’t be blamed for bad friends and bad surroundings. 

It’s completely on the offspring.",[]
61,FatehBlack,Multi-fandom. Cinephile and casual reader of fiction. Simping for comic book heroes. #HigherFurtherFaster 🚀,Punjab,@liz_bombs Two-Face is really interesting because usually he acts like half a villain and thus less of a maniac compared to the others. Some earlier stories show him either committing a crime or doing a good deed (like donating to a charity) decided by his coin flips.,[]
62,SheilaZulfiqar,Int Affairs researcher,Pakistan,"1/2 There is news on TV, criticism on SM might b considered a punishable crime @fawadchaudhry says defamation law has ceased 2 b useful @NACTAPK sends public service messages about tolerance it shud send d same to d Govt 2 or Pak might drift into State Terrorism too @abasitpak1 https://t.co/kK1FPQpRrQ",[]
63,DelhiPolice,Official Twitter account of Delhi Police | Pls do not report crime here | In case of emergency #Dial112 | Help us to serve you better |,"New Delhi, India","@ibhawesh @happyeasygo If you think you have been a victim of cyber crime, please lodge your complaint on the cyber crime reporting portal https://t.co/31HYfBZMIu.",[]
64,subhadi60793284,I am a Civil engineering Student 👔From Shree Vivekananda Institute Of Science & Technology🏢. Went To Shree Ramkrishna Institute of Science And Technology.📱,"Narendrapur, Kolkata.",@yamigautam Hello sister @yamigautam how are you? I watch your trailer #AThursday that was the best trailer. Your crime scene should be great. I watch your full movie on tomorrow. So please one reply 🙏❤,['AThursday']
65,DailyO_,"Online opinion, analysis and blog platform from the India Today Group.","New Delhi, Delhi","Obsessed with the true-crime scammer series and films? We have a list of 10 scammer films and series you can binge on this weekend. #InventingAnna #TheTinderSwindler #TrueCrime #Netflix 

https://t.co/XBdqCmJVkC","['InventingAnna', 'TheTinderSwindler', 'TrueCrime', 'Netflix']"
66,UmeshSi93030551,Supreme  God,daltonganj india,"#GodMorningSaturday
Bollywood is clearly responsible for misleading the youth of our country towards a black future.
It encourages vulgarity, crime and social evils. We should rather listen to @SaintRampalJiM Maharaj Ji’s Spiritual Discourses and true devotion of Supreme God. https://t.co/tmfuNQVD6W",['GodMorningSaturday']
67,kedianirmal26,"Techie by Profession | Social Activist | 

Co-ordinator @ https://t.co/doZRIuLNRI","Odisha, India ","@noidapolice @Uppolice @112UttarPradesh @noidatraffic @wpl1090 @VrindaShukla_ @CP_Noida @DCP_Noida @rvspps Are you certain, this crime is established? 
This was not money deal gone wrong and the accused will only be punished if found guilty and no money settlement later?",[]
68,OllieMcClellan,#BanReplay,"Hickory, IN","@SarlaccNFT ""Mr. Officer. Mr. Officer! A man told a silly story on the internet! He must be arrested! Yes, I know youve told me to stop calling, but this is actually a crime and not a hilarious waste of time!""",[]
69,SArunmagesh,||Operations in finance sector || IT Administration ||,"Coimbatore, India","#Vilangu - 4/5
Extraordinary crime thriller wit Superb performances by the cast &amp; crew
One of the best webseries I hav ever watched. Well done Superb performances by @ActorVemal , @Bala_actor &amp; the Villan actor
Must watch  @ZEE5Tamil @p_santh @ajesh_ashok
@shan_dir",['Vilangu']
70,vinayactive,Live and Let Live,India,"@bstvlive Very sad .. qhy there is no darr for police in there mind for doing crime ..
@AmbedkarnagarDM @ambedkarnagrpol need to be more strict and active ..",[]
71,Time4Khilfah,"#خلافت_قائم_کرو
#خلافت_ام الفرائض_ہے
#جمہوریت_چھوڑ_خلافت_لا","Peshawar, Pakistan","Naveed Butt, spokesman for Hizb ut-Tahrir Pakistan, abducted by government thugs whilst walking with his kids in broad daylight. His crime? Calling for the return of the khilafah. May Allah elevate his status. #Time4Khilafah https://t.co/kmU4WHXrNu https://t.co/hQqiFZIbdz",['Time4Khilafah']
72,Time4Khilfah,"#خلافت_قائم_کرو
#خلافت_ام الفرائض_ہے
#جمہوریت_چھوڑ_خلافت_لا","Peshawar, Pakistan","Naveed Butt, spokesman for Hizb ut-Tahrir Pakistan, abducted by government thugs whilst walking with his kids in broad daylight. His crime? Calling for the return of the khilafah. May Allah elevate his status. #Time4Khilafah https://t.co/BNrGf4C3Jt",['Time4Khilafah']
73,DelhiPolice,Official Twitter account of Delhi Police | Pls do not report crime here | In case of emergency #Dial112 | Help us to serve you better |,"New Delhi, India","@jhashanu15 @CareMagicpin @faasos @mymagicpin If you think you have been a victim of cyber crime, please lodge your grievances on the cyber crime reporting portal https://t.co/31HYfBZMIu.",[]
74,JavedBa125,Agrarian,khuzdar Balochistan ,"@Mushtaq24210335 That scholar had done no crime except for educating his nation.I wonder Why is he in the dungeons? Just because he is a Baloch!
#ReleaseHafeezBaloch #justiceforihteshambaloch https://t.co/N4GqgLWA0S","['ReleaseHafeezBaloch', 'justiceforihteshambaloch']"
75,qambaralam,#EndEnforcedDisappearances,بلوچستان,"That scholar had done no crime except for educating his nation.I wonder Why is he in the dungeons? Just because he is a Baloch!
#ReleaseHafeezBaloch https://t.co/e1qX4j2sU7",['ReleaseHafeezBaloch']
76,vishank5643209,"writing,following politics,technology-Quality Assurance,philosophy,life.",Mulund,"Solving puzzle is more tedious than solving crime that's how society works and that's how problem solving doesn't work,the joke was why should fan work in electricity.....",[]
77,Virende12,Sat sahib ji,"Faridabad, India","#SaturdayMotivation
✨Killing of other living being is against God's order and is therefore a crime (sin).
_____________ @SaintRampalJiM 

💫For more information watch sadhna channel everyday 7:30 to 8:30 pm and visit Satlok Aashram YouTube channel💫 https://t.co/af5Tq56nkl",['SaturdayMotivation']
78,sekartweets,Film correspondent. Byline @firstpost @news9tweets @PTTVEnglish @TheFederal_in,"Chennai, India",#Reacher is brilliant 👌A must watch for all the action lovers. I’m sure  a lot of action episodes from the series will be used in our films 🙈. An engaging crime thriller that is high on action. Streaming now @PrimeVideoIN,['Reacher']
79,GutsyThala,An Ardent ..AGGRESSIVE #AK #DADA & #Yuvan Fan #DMK 🖤❤️  #Congress #StocksTrader #Nifty #BankNifty #Equity #FnO #OptionsTrader #HarmonicPatterns #CandleStick,"Bengaluru, India",@sharppknife It's worth it.. a well made binge worthy crime thriller,[]
80,JavedBa125,Agrarian,khuzdar Balochistan ,"@Emyyy161 That scholar had done no crime except for educating his nation.I wonder Why is he in the dungeons? Just because he is a Baloch!
#ReleaseHafeezBaloch #justiceforihteshambaloch https://t.co/N4GqgLX7Qq","['ReleaseHafeezBaloch', 'justiceforihteshambaloch']"
81,USMANSUMRA1,I'm Muslim,"Punjab, Pakistan","#jamesfaulkner did crime in Pakistan, he damages property and misbehave with officials. Break law in Pakistan. How come authorities let him go ? Authorities should have arrest him and book him.#JamesFaulkner","['jamesfaulkner', 'JamesFaulkner']"
82,ishfaq_ghani,"#GENETICS

Mphil Student University of Agriculture Faisalabad @❤CR7","Balochistan, Pakistan","That scholar had done no crime except for educating his nation.I wonder Why is he in the dungeons? Just because he is a Baloch!
#ReleaseHafeezBaloch #justiceforihteshambaloch https://t.co/EA8Ogj2s2x","['ReleaseHafeezBaloch', 'justiceforihteshambaloch']"
83,UMESHSI67795897,Supreme God Kabir is God,"Daltonganj, India","#GodMorningSaturday
Bollywood is clearly responsible for misleading the youth of our country towards a black future.
It encourages vulgarity, crime and social evils. We should rather listen to @SaintRampalJiM Maharaj Ji’s Spiritual Discourses and true devotion of Supreme God. https://t.co/WcrHM5w8Po",['GodMorningSaturday']
84,saheemsaidu2006,,Thrissur Kerala,"BBC News - Do crime apps and viral videos stop bystanders from helping?
https://t.co/asUXbeG6Sc",[]
85,DrBirendraShar2,"ɢᴇɴᴇʀᴀʟ ᴩʜyꜱɪᴄɪᴀɴ (ɴᴀᴛɪᴏɴᴀʟ ʜᴜᴍᴀɴ ʀɪɢʜᴛ ᴄᴏᴍᴍɪᴛᴛᴇᴇ-ᴅɪꜱᴛʀɪᴄᴛ ᴩʀᴇꜱɪᴅᴇɴᴛ, ᴍᴜᴢ)ʀᴇꜱᴩᴇᴄᴛ & ᴄᴀʀᴇ ꜰᴏʀ ʜᴜᴍᴀɴ ʟɪꜰᴇ,ᴩʀᴏᴛᴇᴄᴛ & ꜱᴩᴇᴀᴋ ꜰᴏʀ ʜᴜᴍᴀɴ ʀɪɢʜᴛ,ᴍᴏᴛɪᴠᴀᴛᴏʀ..ꜱᴀᴠᴇ ʜᴜᴍᴀɴɪᴛy","𝕭𝖎𝖍𝖆𝖗, 𝕴𝖓𝖉𝖎𝖆","Together We Stand and Together We Fight.We will #FightForLavanya till Justice is attained for departed soul.
Justice is needed to Every Crime. Justice is the Right of Every Human being irrespective of Caste,Creed and above of All Religions.
#RememberingLavanya
#JusticeForLavanya https://t.co/rLpFOy1NnC","['FightForLavanya', 'RememberingLavanya', 'JusticeForLavanya']"
86,Virende12,Sat sahib ji,"Faridabad, India","#SaturdayMotivation  Crime, obscenity and corruption, the film world is responsible for all this.
Now there will be social reform, when the whole world listens to the thoughts of @SaintRampalJiM Maharaj.

 https://t.co/pXbQLXCKfp",['SaturdayMotivation']
