User,Tweet
CNNnews18,"The paramedic student was gang-raped on the intervening night of December 16-17, 2012 inside a moving bus in South Delhi by a gang of six persons.
  https://t.co/zv7yZnTLCL"
CNNnews18,"#BREAKING – A 9-year-old girl was allegedly raped by a 50-year-old man in Dachepalli of Guntur district. The accused, who was the neighbour of the girl, fled from the spot and is absconding. The victim is undergoing treatment in hospital. #StopThisShame https://t.co/F9BRJ339Gs"
republic,"A nine-year-old girl has been allegedly raped by a 60-year-old man in Andhra Pradesh's Guntur.

https://t.co/QR2O8bTzen"
CNNnews18,"17-year-old girl who was allegedly abducted and raped, has ended her life
https://t.co/DCf0EvStjA"
TimesNow,"PM questions selective outrage over rapes, ‘where was the brigade when dalit ‘beti’ was raped?’ #BattleForKarnataka"
TimesNow,"The incident took place on Tuesday when the girl was alone in her house and two boys aged 9 years and 13 years took her to a secluded place and raped her
https://t.co/O6Y0uP0hQv"
TimesNow,"A 19-year-old girl was allegedly gang-raped by an auto-rickshaw driver and his four accomplices on Tuesday near Sohnaroad in Gurugram
https://t.co/wXkU7vUDNy"
CNNnews18,#BREAKING -- 19-year-old woman allegedly gang-raped by an auto rickshaw driver and 4 others near Gurugram's Sohna road. #StopThisShame https://t.co/Y1Kbn1WcEB
TimesNow,"#BREAKING Teen ran away to get justice, minor raped in Ashram, wrote a letter to Haryana DGP, preyed upon by his caretakers, case filed under POCSO &amp; Sec 377, ‘we are registering the case and it will be against three men for raping a minor’, says Aastha Modi, SP https://t.co/I2WwyA5dXu"
TimesNow,"According to a complaint filed by the victim's father, their 17-year-old neighbour abducted the girl on Sunday and raped her
https://t.co/4rjxWL6wzF"
CNNnews18,#BREAKING -- A rape victim allegedly committed suicide by consuming poison in Nuagaon of Nayagarh district of Odisha. 19-year-girl was allegedly raped 6 months back by accused Debraj Barik. (1/2) https://t.co/gEKI2cgHlr
republic,"#KathuaInsult | The new J&amp;K Dy CM said that Kathua rape was a ""choti si ghatna"" (small incident). Is it a “Choti si ghatna” for the BJP that an 8-year-old was raped over several days inside a Devasthana? What's your take? Tweet it to us with the hashtag https://t.co/lpnVZxoMbs"
CNNnews18,"A Kota schoolgirl was abducted, confined to a room and raped for four days by a man who had befriended her on Facebook. https://t.co/t7zF9POihu"
TimesNow,"The accused gang-raped the woman near a well in the locality on April 24 
https://t.co/NkmcHv3HLi"
TimesNow,"Five-year-old girl, who was abducted and killed here last week, had also been raped by the 26-year-old accused
https://t.co/kRXDw7VORe"
CNNnews18,"Three CRPF personnel suspended and an FIR registered after a 24-year-old woman alleged she was wrongfully confined and then raped by one of them
https://t.co/2fETsnmO5s"
CNNnews18,Sonia Gandhi at #JanAkroshRally: Women and children of the country are scared as they are being raped and misbehaved with. What’s even worse is that the government is protecting the culprits https://t.co/oLFZIS9DjO
CNNnews18,Bravery medal for RPF constable who saved woman from being raped https://t.co/X2t0BtinTK
CNNnews18,"Bravery medal for RPF constable who saved woman from being raped
https://t.co/X2t0Bt0N2c"
TimesNow,"25-year-old woman employee of a private firm was allegedly gang-raped by the accomplice of an Ola cab driver in Greater Noida 
https://t.co/seESEd4wxq"
TimesNow,"10-year-old girl raped in Ghaziabad Madrasa
https://t.co/AW4ByqYCoN"
TimesNow,"The investigators say the girl, who was kidnapped on January 10, was first raped the same day by Ram's nephew, a juvenile, and was killed on January 14
https://t.co/J44rInv5yl"
TimesNow,"#BREAKING BPO Executive alleges gangrape, raped by a cab driver, co-passenger, survivor sent for medical test, accused and accomplice ‘missing’ https://t.co/lIsVCaxn6a"
TimesNow,"A video of a jam session in Lahore during which Pakistani musician Meesha Shafi was allegedly molested by Ali Zafar has surfaced online
https://t.co/acoIwTMD5U"
republic,"#RapistAsaram | When the whole nation was taken aback by the Nirbhaya case, Asaram blamed her, he said that if Nirbhaya would have touched that feet of her rapists called one of the rapists her brother she wouldn't have been raped, he had the audacity to say that: Trisha Shetty https://t.co/wKJVmjOZHx"
republic,"#RapistAsaram | When the whole nation was taken aback by the Nirbhaya case, Asaram blamed her, he said that if Nirbhaya would have touched that feet of her rapists called one of the rapists her brother she wouldn't have been raped, he had the audacity to say that: Trisha Shetty"
TimesNow,"The charge sheet revealed chilling details about how the girl was allegedly kidnapped, drugged, raped inside a place of worship before being killed

https://t.co/BT7dn3K1gQ"
TimesNow,"A three-year-old girl was allegedly raped in her house by her 20-year-old neighbour

https://t.co/rnq9GCfzNd"
TimesNow,"In yet another distressing incident regarding sexual abuse, a 12-year-old girl who was participating in a ‘devi jagran’ was allegedly raped by an orchestra artist in the Sarsol area of Aligarh on Sunday
https://t.co/HJUv2HiK1V"
CNNnews18,A 13-year-old girl is in a critical condition after she was allegedly raped and beaten by a 16-year-old juvenile in Uttar Pradesh's Kanpur Dehat district. https://t.co/uJx6QwD1CQ
republic,"#SarojBacksCastingCouch |  'Women aren't raped &amp; abandoned at least'. Is Saroj Khan justifying rape? Tweet us your take using the hashtag
https://t.co/lpnVZxGnA2"
republic,"#SarojBacksCastingCouch | 'Women aren't raped and abandoned at least'. Is Saroj Khan justifying rape? Make your voices heard, tweet using the hashtag https://t.co/lpnVZxGnA2"
CNNnews18,"The six-year-old girl, who was allegedly raped and strangulated in Cuttack district on Monday, has gone into a coma. https://t.co/qjUk1ZWj5p"
CNNnews18,"#BREAKING - A 6-year-old was raped, abandoned on the verandah of her school in Cuttack, Odisha. She has now slipped into a coma. https://t.co/FD8BxnEOyq"
CNNnews18,A 10-year-old girl was allegedly raped by her father in Panigaon Amtola area of Assam's North Lakhimpur district. https://t.co/kLNydf7ZUt
CNNnews18,"‘Show us what’s underneath’, model molested in Indore | #India360 with @arunodaym, @sayoniaiyar https://t.co/cG6WeeN0dO"
CNNnews18,"CJI Impeachment Drama: V-P rejects notice, Congress fights back #ImpeachmentBlow; ‘Show us what’s underneath’, model molested in Indore; and other stories on #India360 with @arunodaym, @sayoniaiyar https://t.co/MR8WQ1cnZv"
CNNnews18,"CJI Impeachment Drama: V-P rejects notice, Congress fights back #ImpeachmentBlow; ‘Show us what’s underneath’, model molested in Indore; and other stories on #India360 with @arunodaym, @sayoniaiyar at 7.30pm https://t.co/iZQ8FTpyvp"
CNNnews18,"CJI Impeachment Drama: V-P rejects notice, Congress fights back #ImpeachmentBlow; ‘Show us what’s underneath’, model molested in Indore; and other stories on #India360 with @arunodaym, @sayoniaiyar at 7.30pm https://t.co/WCNT3mKo6m"
TimesNow,"The body of a minor girl, believed to be raped and then murdered, was found lying at a field in a village in Muzaffarpur district, Bihar

https://t.co/NFe8Wp5sFC"
CNNnews18,"CJI Impeachment Drama: V-P rejects notice, Congress fights back #ImpeachmentBlow; ‘Show us what’s underneath’, model molested in Indore; and other stories on #India360 with @arunodaym, @sayoniaiyar at 7.30pm https://t.co/TmOV5gRgyH"
TimesNow,"Two men allegedly molested a Madhya Pradesh-based model on a busy road in Indore on Sunday morning
https://t.co/dtAxl9QfRy"
CNNnews18,"A 16-year-old Dalit girl from Meerut’s Khakhoda area was gang-raped by two men from a nearby village, but, fearing societal backlash, she stayed silent for five months.  https://t.co/r94oi44ZWh"
CNNnews18,"A six-year-old girl was raped, strangulated and left inside a school campus at Jagannathpur village in Cuttack district presuming her to be dead. https://t.co/Otu1UIJeIM"
CNNnews18,#BREAKING -- A 14-year-old girl was allegedly raped by her 21-year-old relative in outer Delhi's Aman Vihar. The girl has suffered severe injuries and is currently undergoing treatment https://t.co/syoC4CnIc7
CNNnews18,A 13-year-old girl was allegedly confined by a doctor in his clinic for three days and raped at a village in Muzaffarnagar. https://t.co/4BSu0HsVCg
TimesNow,"Today we have had cases of 8-month-old, 5-month-old being raped, let's not do a disservice for our children and women being raped and say what about false rape cases: @TrishaBShetty, Lawyer | #DeathForChildRapists"
TimesNow,"The attitude towards girls/women who have been murdered, raped, abused etc. is still so callous, uncaring and unfeeling in the country: Lalitha Kumaramangalam, Former Chairperson, National Commission for Women | #DeathForChildRapists"
republic,"The 10-year-old girl was raped and murdered at a wedding

https://t.co/GO9BI14EBc"
CNNnews18,4-month-old baby raped and killed #DeathForRapists https://t.co/pGrEIKFYcd
CNNnews18,"#BREAKING -- A Dalit woman gang-raped for 4 months by 2 youths in Meerut. The horrific incident was discovered after the girl got pregnant. After the case came forward, the Panchayat tried hushing up the matter by directing the accused to pay 3 lakh to the victim https://t.co/KI4eWuMH3n"
CNNnews18,#BREAKING 4-month-old girl raped &amp; murdered in Indore. The dead body of the baby was found in basement of Shiv Palace Complex with her private parts bleeding. Post-mortem reports confirm the child was raped. Police officials have gathered the CCTV footage &amp; identified the rapist https://t.co/7EEKoeAdn5
CNNnews18,4-month-old girl raped &amp; murdered in Indore. The dead body of the young girl was found in the basement of Shiv Palace Complex with her private parts bleeding. Post-mortem reports confirm the child was raped. Police officials have gathered the CCTV footage &amp; identified the rapist https://t.co/Z5V4Gnzb6a
TimesNow,"A woman used to honeytrap a scrap dealer was allegedly gang-raped on Yamuna Expressway

https://t.co/pHf6Ant2bA"
CNNnews18,The official website of BJP’s Jammu &amp; Kashmir unit was hacked on Thursday to demand justice for the 8-year-old girl who was gang-raped and murdered in Kathua.  https://t.co/pScmC1x6s8
CNNnews18,A woman Congress worker has complained to the party's city unit that she was allegedly molested by male colleagues on Sunday during a candle march held here to protest against the Kathua and Unnao rape cases https://t.co/5bW4txcJIG
CNNnews18,#BREAKING - BJP's J&amp;K website has been hacked. The hackers are demanding justice for the girl raped and killed in Kathua. Hackers also criticised Hindu Ekta Manch and BJP's state secretary for allegedly supporting the rapists. #KathuaHorror https://t.co/lTDp6CJlrz
CNNnews18,"A six-year old girl was allegedly raped by a local boy in Siddharthnagar district in UP, as she went out of her house to watch a marriage procession https://t.co/ADxMJMMShH"
CNNnews18,A 14-year-old mentally unsound girl was raped around 2 weeks ago allegedly by her 32-year-old neighbor and her objectionable videos were circulated on social media. The police on Monday arrested the accused and two of his friends who made the video and were blackmailing the girl https://t.co/NkocM3VMRe
CNNnews18,The 11-yr-old girl who was raped &amp; murdered and dumped in Surat has been identified. She is from AP. Her father reached Surat on Tuesday and identified her. The family had reported her missing in October 2017. Police have begun the procedure to match DNA of father with the girl. https://t.co/ooTEGXK8K6
TimesNow,"8-year old raped and killed by a 20-year old in Etah, Uttar Pradesh as the accused has been arrested by the police https://t.co/IN4pLcUfTt"
TimesNow,"9-year-old girl was allegedly raped at least thrice by her 24-year-old neighbour at his residence in Gujarat
https://t.co/8pVFjHCsmk"
CNNnews18,#KathuaHorror - SC asked the J&amp;K government to provide security to the family of the eight-year-old girl who gang raped before being killed in Kathua https://t.co/w8mVTlSxC6
CNNnews18,#BREAKING -- Another minor raped in Rajkot. A 9-year-old girl was raped by a person who lived as a tenant in their house. Police have arrested the accused https://t.co/GzGkgv17gL
TimesNow,"The family of the girls alleged that they were raped and murdered but the cops said that they had probably committed suicide. A probe is underway
https://t.co/o7Z3YifRNH"
CNNnews18,#KathuaHorror -- CNN-News18's @saahilmenghani visited every crime spot mentioned in the chargesheet - from Devisthan (where the victim was raped) to the drain (where she was killed) to the spot where her body was found and also the store from where drugs were bought. https://t.co/wnXEeQYskC
TimesNow,"Surat: 11 year old raped and strangled, body found with over 86 injuries, victim allegedly tortured for 8 days, Outrage across India, Kathua, Surat, Rohtak, the nightmare continues, brutes prey on ‘betis’, time for netas to pick @Aruneel_S shares more details #NetasFailBetis https://t.co/By9dbOABvy"
republic,"SHOCKING | Woman molested during Mumbai Indians Vs Delhi Dare Devils IPL match at Wankhede
https://t.co/1ZWUpPog4S"
CNNnews18,"CNN-News18's @saahilmenghani  visited every crime spot mentioned in the Kathua chargesheet- from devisthan, where the child was raped to where she was killed to the spot where her body was found. Here’s a ground report of the brutality of #KathuaHorror 
https://t.co/WGu7eucatz"
CNNnews18,#JustIn -- A woman claims that she was molested by a man while she was protesting for women's safety in Mumbai. Reportedly the lady was walking on Carter Road when she was followed by a man who tried to molest her. The accused has been arrested &amp; a case has been registered. https://t.co/95aCqN2Fsa
TimesNow,"The nightmare is not over. After Kathua, it is Surat. 11-yr-old raped &amp; killed, 86 injuries found on body. As Netas do 'Hindu-Muslim', brutes prey on our 'betis'. Put Rajdharma over Rajniti.  #NetasFailBetis https://t.co/ElGH9RRxJr"
CNNnews18,"CNN-News18's @saahilmenghani  visited every crime spot mentioned in the Kathua chargesheet- from devisthan, where the child was raped to where she was killed to the spot where her body was found. Here’s a ground report of the brutality of #KathuaHorror https://t.co/LLjB8Dj35q"
TimesNow,"Coming up: The nightmare is not over. After Kathua, it is Surat. 11-yr-old raped &amp; killed, 86 injuries found on body. As Netas do 'Hindu-Muslim', brutes prey on our 'betis'. Put Rajdharma over Rajniti.

At 8 PM: Join @madhavgk on #NetasFailBetis"
TimesNow,"The nightmare is not over. After Kathua, it is Surat. 11-yr-old raped &amp; killed, 86 injuries found on body. As Netas do 'Hindu-Muslim', brutes prey on our 'betis'.
Put Rajdharma over Rajniti.

At 8 PM: Join @madhavgk on #NetasFailBetis"
republic,"SHOCKING | Woman molested during Mumbai Indians Vs Delhi Dare Devils IPL match at Wankhede
https://t.co/1ZWUpPFRts"
republic,"#NetasDontPreach | Postmortem revealed the girl child was allegedly raped and tortured for at least eight days
https://t.co/rRvatP085w https://t.co/fvVcTh6pB2"
CNNnews18,"#BREAKING -- After Kathua and Unnao incidents, 11-year-old child brutalised and strangulated to death in Surat. The girl's body had 86 injuries. Injuries suggest that she was raped https://t.co/tjFMBUKZyD"
republic,"Postmortem revealed the 9-year-old victim was raped and tortured for at least eight days
https://t.co/I7INrLAblf"
TimesNow,"Psychotic barbarism in Surat: 11 year old raped, strangled. Body found with over 86 injuries. More details by @Aruneel_S #WakeUpIndia https://t.co/4MrYO0o0Up"
CNNnews18,"“When people told me that my daughter was raped, my body turned numb. I could feel nothing,” said the 50-year-old father of the Kathua rape and murder victim, inconsolably.
https://t.co/WuJX6TmlAi"
CNNnews18,"#KathuaHorror -“When people told me that my daughter was raped, my body turned numb. I could feel nothing,” said the 50-year-old father of the Kathua rape and murder victim. | @Sheikh_Saaliq  https://t.co/WuJX6TDWYS"
CNNnews18,"#KathuaHorror -“When people told me that my daughter was raped, my body turned numb. I could feel nothing,” said the 50-year-old father of the Kathua rape and murder victim | @Sheikh_Saaliq  https://t.co/WuJX6TDWYS"
CNNnews18,"#KathuaHorror - “When people told me that my daughter was raped, my body turned numb. I could feel nothing,” said the 50-year-old father of the Kathua rape and murder victim | @Sheikh_Saaliq  https://t.co/WuJX6TmlAi"
CNNnews18,"IN PHOTOS | After their 8-year-old girl was brutally gang-raped and murdered, the rape victim's family leaves home. #KathuaHorror
https://t.co/7vcYW07yfE"
CNNnews18,"“When people told me that my daughter was raped, my body turned numb. I could feel nothing,” the father of 8-year-old Kathua rape victim tells News18's @Sheikh_Saaliq #KathuaHorror
https://t.co/WuJX6TDWYS"
CNNnews18,"We would like to ask for death penalty whenever a child under the age of 12 is raped: @Manekagandhibjp, Union Minister on #KathuaHorror https://t.co/PcbhFBuxF5"
TimesNow,The grieving family of the eight-year-old child who was brutally gang-raped and killed in Jammu and Kashmir's Kathua district has an important message to share https://t.co/do780MMKMZ
CNNnews18,"#KathuaHorror | 8-year-old brutally raped &amp; murdered, her only hope for justice is being obstructed, victim's lawyer threatened. 

No country for our daughters? Here's an excerpt from the riveting debate on #FaceOff with @SiddiquiMaha https://t.co/Z6JbMLS2oZ"
CNNnews18,"#RahulMidnightMarch Govt is sleeping &amp; so at this time Cong will have to wake them up. PM had given a slogan 'Beti Padhao,Beti Bachao' &amp; it's in his regime that our girls are being raped. He isn't taking action against his ministers who are trying to save the rape accused:GN Azad https://t.co/e6uhkqaynZ"
republic,"#YogiWakeUp | The real issue is that the police isn't acting. The real issue is that a girl was raped. The real issue is that her father was killed: Arati Jerath, senior journalist https://t.co/6eSdGGoCVl"
republic,"#YogiWakeUp | The real issue is that the police isn't acting. The real issue is that a girl was raped. The real issue is that her father was killed: Arati Jerath, senior journalist https://t.co/lpnVZxoMbs"
CNNnews18,"#KathuaHorror | 8-year-old brutally raped &amp; murdered, her only hope for justice is being obstructed, victim's lawyer threatened. 

No country for our daughters? Here's an excerpt from tonight's riveting debate on #FaceOff with @SiddiquiMaha https://t.co/ZqunDKyhea"
republic,"#FightForAsifa | 'Hang those who raped and killed Asifa', demands the eight-year-old's family https://t.co/l73MojXqF1"
CNNnews18,"8-year-old abducted, raped repeatedly, murdered. Now, bid to give it a communal colour, cover-up &amp; then politics. ‘India fails 8-year-old Kathua rape victim.’ | #Viewpoint with @bhupendrachaube | #KathuaHorror https://t.co/sEg3k22Av7"
republic,"#FightForAsifa | 'Hang those who raped and killed Asifa', demands the eight-year-old's family https://t.co/dkiRNkBRKn"
CNNnews18,"8-year-old abducted, raped repeatedly, murdered. Now, bid to give it a communal colour, cover-up &amp; then politics. ‘India fails 8-year-old Kathua rape victim.’ Watch #Viewpoint with @bhupendrachaube at 9pm; tweet using #KathuaHorror https://t.co/QBUQkU6a48"
CNNnews18,"8-year-old abducted, raped repeatedly, murdered. Now, bid to give it a communal colour, cover-up &amp; then politics. ‘India fails 8-year-old Kathua rape victim.’ Watch #Viewpoint with @bhupendrachaube at 9pm; tweet using #KathuaHorror https://t.co/k6VZAvwKLz"
CNNnews18,"8-year-old abducted, raped repeatedly, murdered. Now, bid to give it a communal colour, cover-up &amp; then politics. ‘India fails 8-year-old Kathua rape victim.’ Watch #Viewpoint with @bhupendrachaube at 9pm; tweet using #KathuaHorror https://t.co/WsAvmUSmta"
TimesNow,Cricketer Gautam Gambhir tweets on Unnao and Kathua incident says 'Indian consciousness was raped' #JailBJPMLA https://t.co/KNGlViJQyg
republic,"India unites to fight for 8-year-old Asifa, brutally raped &amp; murdered in Kathua. Join the #FightForAsifa campaign by tweeting  your support"
republic,"India unites to fight for 8-year-old Asifa, brutally raped &amp; murdered in Kathua. Join the #FightForAsifa campaign by tweeting your support"
republic,"#FightForAsifa | India unites to fight for 8-year-old Asifa, brutally raped &amp; murdered in Kathua. Let us know your views using the hashtag
https://t.co/lpnVZxoMbs"
republic,"#KathuaCoverup | You carry a national flag and go on a march and want to defend those who have raped an 8-year-old girl?: Devendra Rana, JKNC &amp; MLA, to Ankur Sharma, advocate, J&amp;K HC, and associated with Hindu Ekta Manch https://t.co/lpnVZxoMbs"
republic,"#KathuaCoverup | Your point should be those who have raped her be hanged publicly. That should be your case: Devendra Rana, JKNC &amp; MLA, to Raghav Awasthi, Lawyer https://t.co/lpnVZxoMbs"
republic,"#ArrestBJPMLA | MLA Kuldeep Singh Sengar had raped my niece. I took my niece to Yogiji who said an investigation will happen. No investigation happened. I registered a case. On the first day of hearing of the case, we were threatened: Victim's uncle https://t.co/lpnVZxoMbs"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ #Epicentre with @maryashakil is live now. #UnnaoHorror https://t.co/EVYBkO4W28"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil; tweet using #UnnaoHorror https://t.co/rSLtduMPxD"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/oEOjyBoktw"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/zDJ0i4xySq"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/dseod1ecCg"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/dYgx9JLOjg"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/dy0790t8Az"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/FC3nEfj9V4"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/4lFVhd7PdJ"
republic,"He allegedly raped his 13-year-old girl in front of his 17-year-old daughter

https://t.co/2pCzw4R7ru"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/gFTn2JoLny"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/7gmy7bucut"
CNNnews18,"Raped, murdered, justice delayed: Who will fight for the 8-year-old? | #India360 with @sayoniaiyar, @arunodaym https://t.co/jq3UPQpLXo"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/7krhtHxGKm"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/sfgGC4QYFg"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/aQeMsR6NYU"
CNNnews18,"A minor raped, a father dead, an MLA defiant. 10 months on, Unnao horror probe an eyewash. ‘Is this a brazen cover up in @myogiadityanath's Uttar Pradesh?’ Watch #Epicentre with @maryashakil at 10pm; tweet using #UnnaoHorror https://t.co/iaYOTKTzGg"
CNNnews18,"An 18-year-old woman alleged that she was raped by BJP MLA Kuldeep Singh Sengar and his brothers. 
https://t.co/DPsnzZs44C"
TimesNow,"Unnao, U.P: Ram Rajya in Yogi land, injustice follows injustice, minor raped and father killed, but ‘tainted’ BJP MLA shielded, name omitted from Police case @Amir_Haque shares more details #BJPMLARapeCharge https://t.co/eqT1wlG1V5"
TimesNow,"Minor raped, BJP MLA named | MLA roams free | Is this Yogi’s Ram Rajya?

Tweet with #BJPMLARapeCharge or call us on: 0120-6634691/692/693/694 and share your views with us https://t.co/yYQWOFWnEj"
CNNnews18,"#BREAKING - Father of the woman who said that she was raped by a BJP MLA &amp; his accomplices, passed away, allegedly in police custody, after he was arrested yesterday. The woman &amp; her family had attempted suicide outside UP CM Yogi Adityanath’s residence in Lucknow yesterday. https://t.co/xJtscRSSDT"
TimesNow,"#BREAKING U.P: Stunning suicide attempt, minor accuses U.P BJP MLA, Kuldeep Singh Sengar of rape, ‘first raped then intimidated' | WATCH: Victim narrates her ordeal #BJPMLARapeCharge https://t.co/jA7wY8r00Y"
CNNnews18,"#UPDATE - I was raped. I have been going from pillar to post for one year but no one listened to me. I want all of them arrested otherwise I will kill myself. I had even gone to the CM with no result. When we lodged FIR, we were threatened: Woman allegedly raped by BJP MLA | ANI https://t.co/L3AryzX0kD"
republic,"Horrific: Raped girl carries her four-month-old foetus in a shopping bag to police station

https://t.co/uh9p4fNmJV"
CNNnews18,"Children are dying in school, being molested &amp; got beaten up, are these schools a kind of mafias? do you agree with @sanket? tweet using #TheBigDebate #NegligentSchools https://t.co/8nwtELLIM0"
CNNnews18,"#NewsAlert - Satna: A 20-year-old woman comes to Police Station carrying her foetus in a bag, alleges she was raped for months &amp; was forced to abort by the rapists. #MadhyaPradesh | ANI https://t.co/XGu70jrZUl"
republic,"In Video: Woman molested, beaten up on board Mumbai local train as passengers watch
https://t.co/XcRyZa81HC"
CNNnews18,"A Dalit girl, who was allegedly raped for several months, landed up at Superintendent of Police’s office in Satna district of Madhya Pradesh on Wednesday with a six-month-old foetus wrapped in a plastic bag https://t.co/Jc8ZWqNq7I"
CNNnews18,A Dalit girl who was allegedly raped for several months landed up at Superintendent of Police’s office in Satna district of MP with a six-month-old foetus wrapped in a plastic bag. https://t.co/Jc8ZWqNq7I
republic,"A 3-year-old was allegedly raped and then locked inside a box by an 18-year-old neighbour
https://t.co/yMsCyCZIsn"
CNNnews18,"Man beaten to death in Ghaziabad after raped an eight-year-old girl 
https://t.co/1zZULc0ixY"
CNNnews18,"Friday night, the man, identified as Jitendra, had taken the girl to a religious function. But instead of dropping her back home, he took her to his shanty and raped her.
https://t.co/1zZULc0ixY"
republic,"The passenger allegedly molested Air Vistara’s cabin crew member. Read more
https://t.co/UrGwyMSCpZ"
CNNnews18,#BREAKING - A cabin crew of Tata Vistara airline was allegedly molested by a passenger on board a flight between Lucknow to Delhi. The incident took place when the flight UK997 from Lucknow landed in Delhi and was preparing for deplaning. The accused has been arrested. https://t.co/BhpLpBxA1H
republic,"#FarhanAkhtar posted this tweet after his aunt #DaisyIrani revealed that she was raped at the age of 6

https://t.co/qicj5Caqhl"
CNNnews18,"Class 5 Girl Gang-Raped, Set on Fire in Assam; Names 3 Accused in Dying Declaration

https://t.co/jwkISNuyLT"
republic,"In a brutal incident, a 5-year-old girl was gang-raped and then burned to death

https://t.co/pQWzEa2PUa"
TimesNow,"#BREAKING New Delhi: Class 12 students ends her life, allegedly molested by neighbour @priyanktripathi shares more details https://t.co/VFpRfVvnnB"
republic,"Veteran actress #DaisyIrani breaks silence after 60 years, reveals she was raped and beaten as a child

https://t.co/JAwBmF4QZj"
republic,"Punjabi actress allegedly molested at a gym

https://t.co/p8aPxxyFYS"
TimesNow,"Socking incident from Maharashtra: 5-year-old girl raped in Thane

https://t.co/iQrKijWILS"
TimesNow,"Basti district, Uttar Pradesh: 20 year old woman gang raped &amp; filmed by predators, FIR registered against 5 men but police yet to make any arrests. @scribe_prashant with more details. https://t.co/Oz6NyICYth"
republic,"#SendBackPakEnvoy | 'Why are you lying about Pakistan kids being molested in India?' asks Maj. Gaurav Arya (Retd.), R. Advisor."
republic,"#JailMuthalik | 'They won't understand from a victim's view. I have gone through the trauma. These guys came like goondas and molested the girls and we are at fault?' asks Gurudutta Kamath, victim in 2011 Homestay Attack by Shri Ram Sena https://t.co/CcINM9fGZQ"
republic,"#JailMuthalik | 'They won't understand from a victim's view. I have gone through the trauma. These guys came like goonda and molested the girls and we are at mistake?' asks Gurudutta Kamath, victim in 2011 Homestay Attack by Shri Ram Sena"
TimesNow,"The 19-year-old was raped at multiple places and because of the horrific brutality of the assaults, she had to be hospitalised
https://t.co/iUixXlXcIM"
TimesNow,"#BREAKING: Hospital shocker from Hubli, Karnataka | Elderly women molested | Women fights back, raises alarm https://t.co/kcLlRYf0QY"
