Date,User,Tweet
2021-11-14 23:00:00+00:00,TimesNow,"Woman gets pushed onto subway tracks in attempted robbery, Good Samaritans come to her rescue.

https://t.co/bj5ddYaj3O"
2021-11-14 07:23:55+00:00,CNNnews18,"SSP Srinagar helps local vendor in Srinagar. Vendor was robbed earlier. SSP speaks with @_pallavighosh .

@islahmufti shares details. https://t.co/imRCiE5wli"
2021-11-10 10:24:38+00:00,IndiaToday,"A bank staffer was assaulted and robbed by motorcycle-borne men in Muzaffarnagar's Chidora village.
https://t.co/GKq79jZUQW"
2021-11-10 09:42:21+00:00,IndiaToday,"A 23-year-old son of a police officer robbed Rs 15 lakh cash from a private bank by brandishing a service revolver of his father.

#Odisha 
(@iamsuffian)
https://t.co/41ClR96LyW"
2021-11-07 16:30:07+00:00,ndtv,"#LeftRightCentre | ""When Peter has robbed you, you can't ask Paul to compensate. Repeated and rapid back-breaking increase in tax on #fuels is an unpardonable loot done by the government of India,"" says #AAP MLA @raghav_chadha on fuel prices. https://t.co/6oEjgzTYcd"
2021-11-05 18:25:03+00:00,IndiaToday,"Two maids working with the family were also allegedly involved in the robbery. #Delhi (By @TanseemHaider)

https://t.co/DSnd8gGhfw"
2021-11-03 01:48:00+00:00,TimesNow,"Gang of burglars planning fuel station &amp; liquor vend robbery busted in Ludhiana

https://t.co/fWdGqUXweT"
2021-10-30 17:16:43+00:00,republic,US: Indian-origin pharma CEO shot dead by gunman in attempted robbery in New Jersey https://t.co/qfDNMlNSak
2021-10-22 13:44:45+00:00,IndiaToday,"Police claimed to have solved 26 cases of snatching and robbery with this arrest.
#Delhi @tanseemhaider

https://t.co/tp2QXOFm31"
2021-10-19 18:03:53+00:00,republic,Dwarka Police arrest former Delhi Civil Defence volunteer &amp; his aides in robbery case https://t.co/OKYEYbA1fg
2021-10-18 03:37:19+00:00,republic,TMC's Yashwant Sinha attacks govt over soaring fuel prices; calls it 'daylight robbery' https://t.co/XpIJ3dhdLT
2021-10-14 01:30:32+00:00,ndtv,"A driver along with two others was arrested for staging a fake robbery of Rs 55 lakhs belonging to his employer in Surajpur, Greater Noida Police said.

""The driver was tasked to deliver the cash to someone in Delhi and staged the robbery midway,"" said DCP, Central Noida.

(ANI) https://t.co/mokMvCAiuD"
2021-10-12 17:30:00+00:00,CNNnews18,"'In our duty, every life matters': Bangalore robbery accused falls into well while trying to flee, gets saved by cop. 
@RevathiRajeevan
 reports.

https://t.co/c8oMzih3Tn"
2021-10-12 08:34:29+00:00,IndiaToday,"A police constable in #Bangalore jumped into a well to rescue an absconding robbery accused from #TamilNadu.
(@nagarjund)

https://t.co/8r33t9oZGc"
2021-10-11 08:45:56+00:00,TimesNow,"#Delhi Police bust gang that robbed foreign-returned people, four arrested with foreign currency-WATCH.

https://t.co/fXAPpxUuyg"
2021-10-02 13:53:30+00:00,ndtv,"#NDTVExclusive | ""Increasing fuel prices like this everyday and touching a new record is nothing less than daylight robbery,"" says TMC leader and former finance minister @YashwantSinha on the rising fuel prices. https://t.co/5UwKUeOMJx"
2021-10-01 03:16:28+00:00,ndtv,"#Uttarakhand: A Haryana Police personnel died in encounter with criminals in Haridwar last night. Police of Faridabad, #Haryana had reached Haridwar while chasing 4 criminals in a robbery case. One of them opened fire causing death of the police personnel. (1/2)

(ANI)"
2021-09-28 08:59:53+00:00,IndiaToday,"A woman was allegedly robbed at knifepoint by three men in east Delhi's Patparganj at around 10 pm on Sunday night. 
https://t.co/51Fa5NyWT8"
2021-09-27 19:23:35+00:00,republic,Delhi: National Taekwondo champion &amp; Indian Idol participant held in robbery case https://t.co/JIVO3SwKli
2021-09-22 08:45:33+00:00,IndiaToday,"Young man tied up, beaten, forced to drink urine, robbed by uncle and aunt in Kota.
Read full story: https://t.co/WQzW6R5MJW 

#Crime #Kota #Rajasthan https://t.co/raLkNUwvVc"
2021-09-20 12:30:00+00:00,TimesNow,"#Agra: Doctor, his family held hostage, robbed of cash &amp; jewellery worth Rs 20 lakh by 5 armed men.

https://t.co/OX05RwCdC4"
2021-09-20 11:19:50+00:00,IndiaToday,"Delhi Police’s Special Cell arrested the commander-in-chief of Kuki National Front, a #Manipur-based insurgent group known for carrying out kidnappings, ransom, arms snatching from police, firing, extortion, robbery &amp; other crimes. (By @Sreya_Chattrjee)

https://t.co/xVWbrccJPZ"
2021-09-15 07:41:16+00:00,republic,"Actor Nikita Rawal robbed of Rs 7 lakh, held hostage at gunpoint in Delhi https://t.co/3lZHeeKDaG"
2021-09-09 16:44:24+00:00,IndiaToday,"21-year-old Indian-origin Uber driver was killed during an attempted robbery gone wrong in Harlem, New York.
Read full story: https://t.co/EVSv9SkjjW

#NewYork #uberdriver #World #UnitedStates #ITCard https://t.co/cvT4Dx2Sg7"
2021-09-09 06:44:04+00:00,republic,"Actor Alankrita Sahai robbed of Rs 6.5 lakh at knifepoint in Chandigarh, held hostage https://t.co/KHgyksNbsA"
2021-09-08 09:20:36+00:00,republic,UK: Swindon Hindu temple robbed for fifth time; cash stolen &amp; main altar vandalised https://t.co/U2ugg26a03
2021-09-03 14:15:00+00:00,TimesNow,"'Scandalous, daylight robbery': #PChidambaram attacks PM #NarendraModi govt over monetisation of public assets.

https://t.co/mfIVTUf1cP"
2021-09-03 11:22:00+00:00,CNNnews18,"The murder of the estate's security guard in 2017, a robbery at J Jayalalithaa’s luxurious bungalow there, the suicide of an estate employee and three alleged road accident deaths prompted a political storm.

https://t.co/5SRmgh78wj"
2021-09-02 14:17:00+00:00,TimesNow,"#Bengaluru: Passersby foil armed robbery, catch and thrash assailant-WATCH.

https://t.co/YQIwyPfAjQ"
2021-08-25 18:18:00+00:00,TimesNow,"#Agra: Petrol pump workers robbed of Rs 11 lakh by armed bike-borne trio in broad daylight.

https://t.co/scJ4THvUSV"
2021-08-23 03:27:06+00:00,IndiaToday,"The police in Assam’s Kokrajhar district gunned down three miscreants who allegedly tried to loot a bank. | @hemantakrnath
#Assam #Kokrajhar #robbery
https://t.co/01KgAGWcl1"
2021-08-22 03:22:00+00:00,TimesNow,"#Mumbai: 48-year-old jeweller robbed, murdered at his shop by robbers posing as customers.

https://t.co/Oy8y4mM63G"
2021-08-13 12:00:01+00:00,TimesNow,"#Mumbai BEST bus robbery: Seven including five dacoits held by Andheri Police, gold ornaments seized.

https://t.co/I1hHCMOYOw"
2021-08-13 03:59:43+00:00,IndiaToday,"A person was allegedly robbed of Rs 1.21 crore at gunpoint on August 2 in Delhi's Mehrauli
(@TanseemHaider) 

#Delhi #DelhiCrime 

https://t.co/oaCWXw3q0j"
2021-07-31 13:48:00+00:00,TimesNow,"#UttarPradesh: Another loot in #Agra, jeweller robbed of ornaments, Rs 4 lakh cash by three motorcycle-borne men.

https://t.co/EoldQrz3dA"
2021-07-31 08:16:23+00:00,CNBCTV18News,"An #icicibank manager was killed and a cashier grievously injured Friday in a bank robbery at ICICI Bank's Virar (East) branch, on the outskirts of #Mumbai.
https://t.co/dWouysw12j"
2021-07-25 09:18:00+00:00,TimesNow,"#Ahmedabad: Professor robbed, injured after being thrashed by 3 men in broad daylight; FIR lodged.

https://t.co/o73gyJg1oB"
2021-07-19 02:13:12+00:00,TimesNow,"#NewsAlert | Arrest made in the case of the robbery that took place at the residence of #SureshRaina's uncle. 

Details by Amir Haque. https://t.co/dL8Vhu8m5v"
2021-07-18 17:48:00+00:00,TimesNow,"#Noida: Doctor honey-trapped, robbed of over Rs 5 lakh by woman &amp; 'policeman'; prime accused held.

https://t.co/ZR96vsytRa"
2021-07-15 10:18:00+00:00,TimesNow,"#Bulandshahr: Sadhvi found murdered inside temple complex after suspected robbery.

https://t.co/DxXVwQ1XXw"
2021-07-13 10:11:10+00:00,IndiaToday,"Caught on camera: Four armed men held this family hostage in Delhi, looted cash and jewellery worth lakhs.
#NewsMo #Vertical #Robbery #NewDelhi https://t.co/kA8kHoYqh4"
2021-07-13 06:10:38+00:00,IndiaToday,"Robbery attempt thwarted in Bengal, gang opens fire at people

#WestBengal #Robbery #CrimeNews 
https://t.co/t4Go12IYRJ"
2021-07-13 04:53:14+00:00,TimesNow,'Sink the Economy &amp; Soar the Prices' is #BJP formula to ensure people of #India are 'Savings Mukht'. BJP Govt tenure will be remembered as 'Great Grand Robbery': #Congress leader @JaiveerShergill tweets over the rising fuel prices and unemployment rate in #India. https://t.co/cu6KKHTJ62
2021-07-12 15:29:27+00:00,TimesNow,"What is happening today is – great oil robbery in this country (#FuelPriceHike): @JhaSanjay, Suspended Congress Leader, tells Rahul Shivshankar on India Upfront. 

@NarendraTaneja, Spokesperson, BJP counters. | #FightFuelPricePain https://t.co/kA7hFDmRjH"
2021-07-11 03:23:49+00:00,TimesNow,"#WATCH | Visuals from #Delhi's Uttam Nagar where robbers allegedly torture two minors of a house during robbery. Delhi Police have apprehended 2 accused.

Priyank Tripathi with details. https://t.co/6OwlDSzgPr"
2021-07-11 03:14:39+00:00,ndtv,"Delhi police arrest two persons in connection with the robbery in Dwarka’s Uttam Nagar area on July 7 wherein the accused had held family members hostage, before decamping with cash and jewellery: Delhi Police

(ANI) https://t.co/aPNZRF9Cm7"
2021-07-08 10:18:30+00:00,IndiaToday,"Robbery caught on cam: Gang of 4 armed men pose as electricians, loot lakhs after taking a family hostage 
@arvindojha 
#Delhi #Robbery https://t.co/tc8QsY6lJM"
2021-07-08 04:26:20+00:00,IndiaToday,"Woman gang-raped at Kolkata flat, robbed of Rs 15 lakh cash

#WestBengal #Kolkata #Crime  

https://t.co/oBvfHNj95n"
2021-07-05 02:47:52+00:00,ndtv,"Prime accused Bunty Patidar and one of his associates have been arrested from Madhya Pradesh. A total of 7 accused arrested in the June 30 case of robbery and murder at a jewellery shop in Mumbai's Dahisar area: Dahisar Police

(ANI)"
2021-07-01 12:30:00+00:00,TimesNow,"#Pune: Elderly woman robbed of gold chain worth Rs 71,000 by man posing as her son's friend.

https://t.co/11HI4FARGE"
2021-06-30 10:18:00+00:00,TimesNow,"#Meghalaya: Woman enters bank with 'robbery' plan, gets locked and starved.

https://t.co/6qt3aIkwHR"
2021-06-30 05:19:20+00:00,IndiaToday,"A couple in Ahmedabad attempted to rob a jewellery shop taking cue from a South film. They used a toy gun and a knife to scare the staff. Later they apologized fearing getting caught. Now under arrest 
VC: Ahmedabad Police 
#Robbery #UserGenerated (@gopimaniar) https://t.co/O2wY253Wj7"
2021-06-29 03:15:05+00:00,IndiaToday,"Chennai SBI ATMs heist: Police arrests prime accused, make him do live demo of robbery
#Chennai
https://t.co/TGrE6qXjLI"
2021-06-26 10:18:00+00:00,TimesNow,"#Mumbai: Thief arrested as 16-year-old aide dies after falling from building during robbery bid.

https://t.co/H5ObOWqCmF"
2021-06-22 11:23:03+00:00,IndiaToday,"Peculiar robbery at SBI ATMs in Chennai. Bank lost Rs 48 lakh while no alarm was raised during robbery. Watch this ground report by 
@PramodMadhav6
More #ReporterDiary: https://t.co/FAHzdk9TO8
#Crime #Chennai #BankRobery https://t.co/aNFAnblJRM"
2021-06-22 02:52:16+00:00,IndiaToday,"On Monday morning, the employees of the bank found the safe cut open and cash missing. 
#Delhi #robbery 

https://t.co/iB5quBl5qz"
2021-06-20 06:06:00+00:00,TimesNow,"Elderly man who tried to thwart ATM robbery bid stabbed to death by gang in Tamil Nadu.

https://t.co/JgEvErGShg"
2021-06-16 16:19:01+00:00,IndiaToday,"As Abhiramapuram police was preparing to remand the three robbery suspects, a local DMK functionary, reached the police station and argued with the police personnel in the station for 2 hour 
#DMK #TamilNadu 
(@Akshayanath) 

https://t.co/QxCMWjX47c"
2021-06-16 10:56:42+00:00,IndiaToday,"#Udaipur: Robbery in broad daylight, youth looted at knifepoint.
#NewsMo #Video

https://t.co/x0mAJ8TjTP"
2021-06-14 16:26:22+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.

Navika Kumar on @thenewshour. | Tweet with #BengalRevengeRapeFiles https://t.co/p7hC83IGC3"
2021-06-14 15:55:00+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.

UP NEXT | Join Navika Kumar on @thenewshour. | Tweet with #BengalRevengeRapeFiles https://t.co/qUIoVL0F23"
2021-06-14 15:47:00+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.

Join Navika Kumar on @thenewshour tonight at 9:30 PM. | Tweet with #BengalRevengeRapeFiles https://t.co/TEZ9H2EAQ6"
2021-06-14 15:33:31+00:00,TimesNow,"Why BJP is so much aroused with incident? (Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge): @anijkd, Political Analyst, tells Rahul Shivshankar on INDIA UPFRONT. | #BengalRevengeRapeFiles https://t.co/Shk5Y4ZkVO"
2021-06-14 15:32:00+00:00,TimesNow,"@thenewshour Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.

Join Navika Kumar on tonight at 9:30 PM. | Tweet with #BengalRevengeRapeFiles https://t.co/V4G9shviAv"
2021-06-14 15:22:39+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.

Rahul Shivshankar on INDIA UPFRONT. | Tweet with #BengalRevengeRapeFiles https://t.co/EtcGtUXwNE"
2021-06-14 15:17:01+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.

Join Navika Kumar on @thenewshour tonight at 9:30 PM. | Tweet with #BengalRevengeRapeFiles https://t.co/hCDsH1puV8"
2021-06-14 15:13:28+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.

Join Navika Kumar on @thenewshour tonight at 9:30 PM. | Tweet with #BengalRevengeRapeFiles https://t.co/NHtehBMxd1"
2021-06-14 14:55:00+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 60-yr-old &amp; Dalit minor ‘silenced’. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.
UP NEXT | Join Rahul Shivshankar on INDIA UPFRONT. | #BengalRevengeRapeFiles https://t.co/oyJTRNYUL5"
2021-06-14 14:46:00+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 60-yr-old &amp; Dalit minor ‘silenced’. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.
Join Rahul Shivshankar on INDIA UPFRONT at 8:30PM. | #BengalRevengeRapeFiles https://t.co/xYoiv1nfpk"
2021-06-14 14:31:00+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 60-yr-old &amp; Dalit minor ‘silenced’. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.
Join Rahul Shivshankar on INDIA UPFRONT at 8:30PM. | #BengalRevengeRapeFiles https://t.co/MqngkzpuwV"
2021-06-14 14:16:00+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 60-yr-old &amp; Dalit minor ‘silenced’. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.
Join Rahul Shivshankar on INDIA UPFRONT at 8:30PM. | #BengalRevengeRapeFiles https://t.co/7w2QVejcwX"
2021-06-14 13:50:29+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 60-yr-old &amp; Dalit minor ‘silenced’. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.
Join Rahul Shivshankar on INDIA UPFRONT at 8:30PM. | #BengalRevengeRapeFiles https://t.co/CygJNhOwm8"
2021-06-14 13:37:47+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.

Join Rahul Shivshankar on INDIA UPFRONT at 8:30 PM. | #BengalRevengeRapeFiles https://t.co/mNcKj7qtrr"
2021-06-14 13:30:13+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.

Join Rahul Shivshankar on INDIA UPFRONT at 8:30 PM. | #BengalRevengeRapeFiles https://t.co/TZTp0BkPSv"
2021-06-14 13:07:41+00:00,TimesNow,"Reportedly ‘raped’, ‘robbed’ in alleged Bengal poll revenge. 60-yr-old &amp; Dalit minor ‘silenced’. 
Survivors knock SC’s door, reportedly name TMC workers as ‘violators’; demand ‘shift case out of Bengal’.

Join Rahul Shivshankar on INDIA UPFRONT at 8:30 PM. https://t.co/TF6LPE5dKb"
2021-06-13 23:30:00+00:00,ndtv,Elderly Couple Killed In Ghaziabad For Resisting Robbery Attempt: Police https://t.co/CXkV3jPChh https://t.co/5c1V8zmFNw
2021-06-12 17:03:12+00:00,ndtv,"A robbery no one has complained about yet: 14 kg gold, Rs 57 lakh cash missing, no complaint filed yet 

NDTV’s Mukesh Sengar reports

#Robbery https://t.co/8zcxf6ceHa"
2021-06-10 06:56:07+00:00,TimesNow,"TIMES NOW's Shyam reports on a bank robbery that took place in broad daylight in Bihar's Hajipur. 

'Rs 1 crore 19 lakh missing' confirms DSP. https://t.co/57LFsD44Td"
2021-06-06 16:45:00+00:00,TimesNow,"Delhi: Elderly woman strangled by house help, his aides during robbery bid; dies.

https://t.co/b0hiYXn8ql"
2021-06-03 10:30:00+00:00,TimesNow,"Delhi: Elderly man killed during robbery bid at his home in Chhawla area.

https://t.co/TJ5TeceXKb"
2021-06-02 17:37:59+00:00,IndiaToday,"The Kodakara black money highway robbery case investigation has reached a crucial stage and senior BJP leaders are under the scanner at present.
@Itsgopikrishnan 
https://t.co/DblFfwBp8n"
2021-06-02 12:40:59+00:00,IndiaToday,"Mehul Choksi's lawyer Vijay Agarwal says that #MehulChoksi was tortured, robbed and calls it a botched up operation. |@gauravcsawant
#6PMPrime #PNBScam #Dominica #Antigua #extradition https://t.co/PeDvj7bn9E"
2021-05-30 11:12:18+00:00,IndiaToday,"Both Thakur and his wife allegedly indulged in criminal activities like extortion and robbery.

https://t.co/SIhHRlV0wE"
2021-05-26 06:14:11+00:00,IndiaToday,"A Delhi Police head constable was arrested for allegedly kidnapping a robbery accused and demanding Rs 3 lakh from his family to release him. 
(@TanseemHaider )
#Delhi 
https://t.co/0BFfDAD3Pt"
2021-05-21 08:10:05+00:00,IndiaToday,"Caught several times in a number of robbery cases, the complainants always withdraw the cases against this 6-year-old thief...

https://t.co/10q92dybc1"
2021-04-19 08:08:47+00:00,IndiaToday,"#Crime: The accused, identified as Abhishek Thakur, thrashed and robbed her of money and jewellery in #Jharkhand's Godda district.

https://t.co/mXR37P4u4t"
2021-04-17 06:17:34+00:00,TimesNow,"Reeling under Rs 20 lakh debt, medical store owner plots armed robbery at doctor’s house in Mumbai.

https://t.co/yKJVpcyww0"
2021-04-16 12:43:15+00:00,republic,"Smalling ROBBED by armed men in front of wife, kids in Italy; Rashford offers support #Smalling #Rashford https://t.co/bqeSkAaeOl"
2021-03-19 19:31:30+00:00,TimesNow,"Woman who coughed and attacked the Uber driver charged with attempted robbery, assault.

https://t.co/BdaiT6rVSa"
2021-03-19 19:31:00+00:00,TimesNow,"Woman who coughed and attacked the Uber driver charged with attempted robbery, assault.

https://t.co/BdaiT6aktA"
2021-03-15 06:01:00+00:00,TimesNow,"Report | Man out shopping with wife &amp; kids gets robbed of car at gunpoint in Greater Noida.

https://t.co/56sLPC0A8q"
2021-03-13 13:23:29+00:00,ndtv,"""We're going to Nandigram to tell people that crops are not being purchased at MSP. We'll appeal to them not to vote for BJP as they've robbed entire country"": Farm Leader Rakesh Tikait (ANI) https://t.co/FfUvyvcCkL"
2021-03-13 05:18:00+00:00,TimesNow,"Maharashtra: Woman foils ATM robbery bid in Vasai, locks thief inside kiosk before alerting police.

https://t.co/TiRV9dZmpb"
2021-03-09 16:42:26+00:00,TimesNow,"Patriotism does not come up spending roughly Rs 9.5 lakh per flag – that's daylight robbery: @NupurSharmaBJP, National Spokesperson, BJP, tells Padmaja Joshi on @thenewshour AGENDA. | #AapKeDeshBhakt https://t.co/vIPqT1Y42X"
2021-03-07 10:21:34+00:00,TimesNow,"@narendramodi #NewsUpdate | 'Bengal’s poor have been robbed. Even amphan relief was looted. 'Tolabazi' &amp; syndicate and so many scams', says PM @narendramodi while addressing the election rally at Brigade Parade ground. | #May2WithTimesNow

WATCH #LIVE here: https://t.co/LnIpcY13NT https://t.co/715gYlUkqU"
2021-03-03 04:55:59+00:00,TimesNow,"#Watch | Robbery on gunpoint caught on tape. Cops looking for the thieves. 

Details by Rakesh. https://t.co/A0Q7eDa3Yi"
2021-02-28 11:35:59+00:00,IndiaToday,"A 25-year-old woman, on her way home with her two-year-old child, was stabbed to death allegedly by a snatcher while she was resisting a robbery bid in northwest #Delhi's #AdarshNagar area.
#Crime | @arvindojha 

https://t.co/oKfOCF9kLN"
2021-02-17 15:31:45+00:00,IndiaToday,"Jewellery worth around Rs 2.82 crores was stolen from Mangal Jewellers in Kalachowki area in Mumbai
#Mumbai #Robbery | @saurabhv99 
https://t.co/hRWdmt7sxl"
2021-02-14 14:11:00+00:00,TimesNow,"Bengaluru: Man abducted, assaulted &amp; robbed after stopping to help ‘injured’ stranger.

https://t.co/Ae6AuU0LH3"
2021-02-08 01:00:00+00:00,IndiaToday,"After losing everything in a robbery, this woman from Kerala managed to rebuild her chips business with just ₹100. Watch and find out how Elavaradi Jayakanth fulfilled her dreams despite all odds. #NewsMo
#Vertical #Kerala #RE https://t.co/keZx0VdnGv"
2021-02-07 12:58:31+00:00,IndiaToday,"After losing everything in a robbery, this woman from Kerala managed to rebuild her chips business with just ₹100. Watch and find out how Elavaradi Jayakanth fulfilled her dreams despite all odds. #NewsMo
#Vertical #Kerala https://t.co/fwiUULZC1R"
2021-02-03 17:08:20+00:00,IndiaToday,"The court has also imposed a fine of Rs 10,000 on Reddy and convicted him for robbery, causing hurt and destroying evidence
#Bengaluru 
(@nagarjund)
https://t.co/Fg7oIUyD5J"
2021-02-01 10:46:37+00:00,IndiaToday,"#Mumbai Police has arrested a 19-yr-old for befriending a Colaba resident on #Instagram and stealing valuables worth lakhs from her home while she was away on a vacation.
#ITCard #robbery #theft #crime 

More details here: https://t.co/SRZWmhhwHo | (@divyeshas) https://t.co/SFhn12Mp4q"
2021-01-28 05:02:00+00:00,IndiaToday,"The robbery was executed in broad daylight which went on for fifteen minutes and recorded on CCTV in the shop.
#Mumbai #robbery #crime 
(@divyeshas) 

https://t.co/Q3ufvHyqyD"
2021-01-27 07:06:43+00:00,TimesNow,"#Breaking | Red Fort violence: Sections of robbery also added to the Delhi Police FIR against the agitators for 'robbing CCTVs'.

Priyank Tripathi with details. https://t.co/y5MmuGEKJm"
2021-01-22 18:20:13+00:00,IndiaToday,"Hosur Police have started an investigation in connection with the robbery. 
#TamilNadu #Crime 
(@PramodMadhav6)
https://t.co/XlxWjnpJjI"
2021-01-11 06:03:00+00:00,TimesNow,"Thane: Three persons seriously injured during failed robbery attempt at jewellery shop in Ambernath.

https://t.co/Uu3RrZwOc8"
2021-01-09 04:03:00+00:00,TimesNow,"Report | Maharashtra: 19-year-old male model from Gujarat sodomised, robbed in Thane; 3 arrested.

https://t.co/2TAexEvPRA"
2021-01-04 02:39:04+00:00,TimesNow,"Watch: CCTV visuals of a robbery that happened in a mobile shop in Delhi.

Priyank Tripathi with details https://t.co/64i8RIw5zF"
2021-01-01 06:33:00+00:00,TimesNow,"Report | Delhi man, friend stage robbery to fund trip to Shimla to celebrate New Year; arrested.

https://t.co/Wxq46XNwuB"
2020-12-31 12:18:00+00:00,TimesNow,"Bengaluru: Retired RBI officer robbed of his life by son over love affair, property issues.

https://t.co/w0Dn291wXb"
2020-12-16 03:12:50+00:00,IndiaToday,"In a daring bank robbery, five gunmen looted Rs. 58 lakh from #Agra's Indian Overseas Bank on Tuesday evening.

https://t.co/8rC7FwjG07"
2020-12-08 23:30:00+00:00,TimesNow,"5 persons who allegedly robbed a phone shop in Cyberabad were arrested from Mumbai. 

https://t.co/70N0de1h89"
2020-12-02 19:45:47+00:00,ndtv,"Maharashtra Boy, Witness To Robbery, Killed: Police https://t.co/h4tAiC8H5t https://t.co/uRvSXyL769"
2020-11-26 05:23:00+00:00,TimesNow,"Mumbai: Woman molested, robbed by fellow passenger after he saved her from chain snatcher in local train.

https://t.co/DAF4isk4FS"
2020-11-18 13:19:35+00:00,ndtv,"SBI Official Robbed Of ₹ 5.40 Lakh, Shot Dead: UP Police https://t.co/sK6X6Mta8C https://t.co/v0OvUIw2vB"
2020-11-17 15:52:13+00:00,republic,"#IndiaRejectsGupkar | There are 2 families in J&amp;K who robbed crores of money meant for the poor of the state. Nobody could have done greater treachery: Maj Gen G D Bakshi (Retd), Defence Expert https://t.co/qaD0hT3o3k"
2020-11-17 15:45:01+00:00,republic,"#IndiaRejectsGupkar | There are 2 families in J&amp;K who robbed crores of money meant for the poor of the state. Nobody could have done greater treachery: Maj Gen G D Bakshi (Retd), Defence Expert
https://t.co/RZHKU3wOei"
2020-11-14 12:45:00+00:00,CNNnews18,"The hint of doubt in Trump's mind came despite him continuing to push a conspiracy theory that mass fraud -- for which no evidence exists -- robbed him of victory in the November 3 election.

https://t.co/WNvkaPfMJd"
2020-11-13 06:50:16+00:00,TimesNow,"#Breaking | A family robbed at gunpoint in Delhi.

The robbery was caught on camera. https://t.co/8jWAL6Ts35"
2020-11-13 03:08:14+00:00,IndiaToday,"He had masterminded the robbery at a jewellery shop in Singapore with two other men. #World #Crime 

https://t.co/m4DwnBHewD"
2020-11-12 18:03:17+00:00,ndtv,Indian-Origin Man In Singapore Jailed For Daylight Robbery At Jewellery Shop https://t.co/tAJ1xip14E https://t.co/GnTUW8cVFH
2020-11-12 08:01:39+00:00,IndiaToday,"The Kerala Police has intercepted a gang of four Irani nationals on a suspected robbery charge.
(@Itsgopikrishnan) 

https://t.co/5glempjcdd"
2020-11-12 04:37:16+00:00,IndiaToday,"A murder accused out on bail has been arrested once again by the police after he stabbed a man and robbed him of gold and cash worth Rs 1 lakh 
#Bengaluru 

https://t.co/NXLklOKkQn"
2020-11-11 09:36:26+00:00,ndtv,Delhi Gang Members Who Robbed People After Offering Them Lift Arrested: Cops https://t.co/nRnb0650HW https://t.co/WeKc9WXJ85
2020-11-04 15:19:07+00:00,CNBCTV18News,"#USAElections2020 | Former US Ambassador to India Frank Wisner says, 'President Trump’s statement that he is robbed of the election is hollow; President doesn’t have any control over the outcome.' @ShereenBhan @Parikshitl #USPresidentialElection2020 #Elections2020 https://t.co/Tr5cv3O8vR"
2020-11-04 11:48:41+00:00,TimesNow,"#Breaking | Street crimes shock Noida.

Teacher's bag snatched; woman robbed at gunpoint.

Details by Priyank. https://t.co/ho0QO1TaFL"
2020-11-02 14:47:48+00:00,ndtv,Indian-Origin Singaporean Gets 3 Years In Jail For Jewelry Shop Robbery https://t.co/vQeZe2EoaC https://t.co/UJZRIZwgKo
